"Latitude","Longitude","Pollutant Standard","Year","Units of Measure","Arithmetic Mean","State Name","County Name"
33.901389,-118.205,"CO 1-hour 1971",2018,"Parts per million",0.483327,"California","Los Angeles"
33.901389,-118.205,"NO2 1-hour 2010",2018,"Parts per billion",27.602439,"California","Los Angeles"
33.901389,-118.205,"Ozone 8-hour 2015",2018,"Parts per million",0.038434,"California","Los Angeles"
33.901389,-118.205,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",13.299153,"California","Los Angeles"
34.01029,-118.0685,"CO 1-hour 1971",2018,"Parts per million",0.39135,"California","Los Angeles"
34.01029,-118.0685,"NO2 1-hour 2010",2018,"Parts per billion",30.483807,"California","Los Angeles"
34.01029,-118.0685,"Ozone 8-hour 2015",2018,"Parts per million",0.042858,"California","Los Angeles"
34.01029,-118.0685,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",12.481356,"California","Los Angeles"
34.01029,-118.0685,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",12.635593,"California","Los Angeles"
34.01029,-118.0685,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",13.557895,"California","Los Angeles"
34.06703,-117.7514,"CO 1-hour 1971",2018,"Parts per million",0.426545,"California","Los Angeles"
34.06703,-117.7514,"NO2 1-hour 2010",2018,"Parts per billion",33.071709,"California","Los Angeles"
34.06703,-117.7514,"Ozone 8-hour 2015",2018,"Parts per million",0.043607,"California","Los Angeles"
34.1326,-118.1272,"CO 1-hour 1971",2018,"Parts per million",0.371807,"California","Los Angeles"
34.1326,-118.1272,"NO2 1-hour 2010",2018,"Parts per billion",25.938162,"California","Los Angeles"
34.1326,-118.1272,"Ozone 8-hour 2015",2018,"Parts per million",0.046997,"California","Los Angeles"
34.1326,-118.1272,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",10.277686,"California","Los Angeles"
34.1326,-118.1272,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",10.34,"California","Los Angeles"
33.82376,-118.18921,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.485838,"California","Los Angeles"
33.79236,-118.17533,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.572455,"California","Los Angeles"
33.79236,-118.17533,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",13.426857,"California","Los Angeles"
33.8025,-118.22,"CO 1-hour 1971",2018,"Parts per million",0.369038,"California","Los Angeles"
33.8025,-118.22,"SO2 1-hour 2010",2018,"Parts per billion",2.711142,"California","Los Angeles"
33.8025,-118.22,"NO2 1-hour 2010",2018,"Parts per billion",31.188604,"California","Los Angeles"
33.8025,-118.22,"Ozone 8-hour 2015",2018,"Parts per million",0.033876,"California","Los Angeles"
33.859662,-118.200707,"NO2 1-hour 2010",2018,"Parts per billion",38.072965,"California","Los Angeles"
33.859662,-118.200707,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",13.195029,"California","Los Angeles"
33.859662,-118.200707,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",14.943416,"California","Los Angeles"
33.95507,-118.43049,"CO 1-hour 1971",2018,"Parts per million",0.279373,"California","Los Angeles"
33.95507,-118.43049,"SO2 1-hour 2010",2018,"Parts per billion",1.324022,"California","Los Angeles"
33.95507,-118.43049,"NO2 1-hour 2010",2018,"Parts per billion",23.045152,"California","Los Angeles"
33.95507,-118.43049,"Ozone 8-hour 2015",2018,"Parts per million",0.041869,"California","Los Angeles"
34.38344,-118.5284,"CO 1-hour 1971",2018,"Parts per million",0.239379,"California","Los Angeles"
34.38344,-118.5284,"NO2 1-hour 2010",2018,"Parts per billion",21.413333,"California","Los Angeles"
34.38344,-118.5284,"Ozone 8-hour 2015",2018,"Parts per million",0.052137,"California","Los Angeles"
34.669739,-118.130511,"CO 1-hour 1971",2018,"Parts per million",0.213656,"California","Los Angeles"
34.669739,-118.130511,"NO2 1-hour 2010",2018,"Parts per billion",21.748889,"California","Los Angeles"
34.669739,-118.130511,"Ozone 8-hour 2015",2018,"Parts per million",0.051849,"California","Los Angeles"
34.669739,-118.130511,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.26,"California","Los Angeles"
39.15047,-123.20655,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.35442,"California","Mendocino"
39.15047,-123.20655,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.37156,"California","Mendocino"
39.15047,-123.20655,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.35442,"California","Mendocino"
39.14566,-123.20298,"Ozone 8-hour 2015",2018,"Parts per million",0.031084,"California","Mendocino"
39.41174,-123.35264,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",9.656233,"California","Mendocino"
39.41174,-123.35264,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.175367,"California","Mendocino"
39.41174,-123.35264,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",9.656233,"California","Mendocino"
37.281853,-120.433671,"NO2 1-hour 2010",2018,"Parts per billion",16.033333,"California","Merced"
37.281853,-120.433671,"Ozone 8-hour 2015",2018,"Parts per million",0.043885,"California","Merced"
37.281853,-120.433671,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",15.203073,"California","Merced"
37.30832,-120.480456,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",14.361157,"California","Merced"
36.48187,-121.73333,"Ozone 8-hour 2015",2018,"Parts per million",0.034895,"California","Monterey"
36.48187,-121.73333,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.266205,"California","Monterey"
36.48187,-121.73333,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.266205,"California","Monterey"
36.48187,-121.73333,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",5.443714,"California","Monterey"
36.209286,-121.126371,"Ozone 8-hour 2015",2018,"Parts per million",0.036933,"California","Monterey"
36.209286,-121.126371,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.301114,"California","Monterey"
36.209286,-121.126371,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.301114,"California","Monterey"
36.209286,-121.126371,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.549856,"California","Monterey"
36.694261,-121.623271,"CO 1-hour 1971",2018,"Parts per million",0.293571,"California","Monterey"
36.694261,-121.623271,"NO2 1-hour 2010",2018,"Parts per billion",11.535714,"California","Monterey"
36.694261,-121.623271,"Ozone 8-hour 2015",2018,"Parts per million",0.034604,"California","Monterey"
36.694261,-121.623271,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.919643,"California","Monterey"
36.694261,-121.623271,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.556897,"California","Monterey"
36.694261,-121.623271,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.556897,"California","Monterey"
36.694261,-121.623271,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.174652,"California","Monterey"
36.694261,-121.623271,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",5.107514,"California","Monterey"
36.694261,-121.623271,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.174652,"California","Monterey"
39.233477,-121.055608,"Ozone 8-hour 2015",2018,"Parts per million",0.048733,"California","Nevada"
39.233477,-121.055608,"Ozone 8-hour 2015",2018,"Parts per million",0.047625,"California","Nevada"
39.233477,-121.055608,"Ozone 8-hour 2015",2018,"Parts per million",0.048733,"California","Nevada"
39.233477,-121.055608,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.13,"California","Nevada"
39.233477,-121.055608,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.030337,"California","Nevada"
39.32783,-120.184592,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.253125,"California","Nevada"
33.83062,-117.93845,"CO 1-hour 1971",2018,"Parts per million",0.365328,"California","Orange"
33.83062,-117.93845,"NO2 1-hour 2010",2018,"Parts per billion",24.976923,"California","Orange"
33.83062,-117.93845,"Ozone 8-hour 2015",2018,"Parts per million",0.041163,"California","Orange"
33.83062,-117.93845,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.437255,"California","Orange"
33.83062,-117.93845,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",10.714706,"California","Orange"
33.83062,-117.93845,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",12.018082,"California","Orange"
33.819305,-117.918759,"CO 1-hour 1971",2018,"Parts per million",0.776223,"California","Orange"
33.819305,-117.918759,"NO2 1-hour 2010",2018,"Parts per billion",30.46006,"California","Orange"
33.63003,-117.67593,"CO 1-hour 1971",2018,"Parts per million",0.149399,"California","Orange"
33.63003,-117.67593,"Ozone 8-hour 2015",2018,"Parts per million",0.04687,"California","Orange"
33.63003,-117.67593,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.462037,"California","Orange"
33.92513,-117.95264,"CO 1-hour 1971",2018,"Parts per million",0.271773,"California","Orange"
33.92513,-117.95264,"NO2 1-hour 2010",2018,"Parts per billion",23.069972,"California","Orange"
33.92513,-117.95264,"Ozone 8-hour 2015",2018,"Parts per million",0.042325,"California","Orange"
38.93568,-121.09959,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.44162,"California","Placer"
38.93568,-121.09959,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.44162,"California","Placer"
38.93568,-121.09959,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.684789,"California","Placer"
38.74643,-121.26498,"NO2 1-hour 2010",2018,"Parts per billion",17.34169,"California","Placer"
38.74643,-121.26498,"Ozone 8-hour 2015",2018,"Parts per million",0.039369,"California","Placer"
38.74643,-121.26498,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",12.283333,"California","Placer"
38.74643,-121.26498,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",14.424138,"California","Placer"
33.447867,-117.088649,"NO2 1-hour 2010",2018,"Parts per billion",8.674411,"California","Riverside"
33.447867,-117.088649,"Ozone 8-hour 2015",2018,"Parts per million",0.047584,"California","Riverside"
33.447867,-117.088649,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",5.855263,"California","Riverside"
33.447867,-117.088649,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",16.025,"California","Riverside"
33.747236,-115.820124,"Ozone 8-hour 2015",2018,"Parts per million",0.052906,"California","Riverside"
33.747236,-115.820124,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.702073,"California","Riverside"
33.92086,-116.85841,"NO2 1-hour 2010",2018,"Parts per billion",23.304819,"California","Riverside"
33.92086,-116.85841,"Ozone 8-hour 2015",2018,"Parts per million",0.056676,"California","Riverside"
33.583018,-117.072202,"Ozone 8-hour 2015",2018,"Parts per million",0.052691,"California","Riverside"
33.9397,-115.4108,"Ozone 8-hour 2015",2018,"Parts per million",0.049638,"California","Riverside"
33.590833,-116.088333,"Ozone 8-hour 2015",2018,"Parts per million",0.045892,"California","Riverside"
33.944713,-116.830074,"NO2 1-hour 2010",2018,"Parts per billion",8.635083,"California","Riverside"
33.944713,-116.830074,"Ozone 8-hour 2015",2018,"Parts per million",0.056218,"California","Riverside"
33.944713,-116.830074,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.938873,"California","Riverside"
33.944713,-116.830074,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.057895,"California","Riverside"
33.70853,-116.21537,"Ozone 8-hour 2015",2018,"Parts per million",0.053846,"California","Riverside"
33.70853,-116.21537,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.335246,"California","Riverside"
33.85275,-116.54101,"CO 1-hour 1971",2018,"Parts per million",0.157651,"California","Riverside"
33.85275,-116.54101,"NO2 1-hour 2010",2018,"Parts per billion",15.70226,"California","Riverside"
33.85275,-116.54101,"Ozone 8-hour 2015",2018,"Parts per million",0.052997,"California","Riverside"
33.85275,-116.54101,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.031967,"California","Riverside"
33.78942,-117.22764,"Ozone 8-hour 2015",2018,"Parts per million",0.05432,"California","Riverside"
33.99958,-117.41601,"CO 1-hour 1971",2018,"Parts per million",0.414529,"California","Riverside"
33.99958,-117.41601,"CO 1-hour 1971",2018,"Parts per million",0.318248,"California","Riverside"
33.99958,-117.41601,"SO2 1-hour 2010",2018,"Parts per billion",0.742697,"California","Riverside"
33.99958,-117.41601,"NO2 1-hour 2010",2018,"Parts per billion",27.044847,"California","Riverside"
33.99958,-117.41601,"Ozone 8-hour 2015",2018,"Parts per million",0.052034,"California","Riverside"
33.99958,-117.41601,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",12.539377,"California","Riverside"
33.99958,-117.41601,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.827586,"California","Riverside"
33.99958,-117.41601,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",13.276696,"California","Riverside"
33.99636,-117.4924,"CO 1-hour 1971",2018,"Parts per million",0.268468,"California","Riverside"
33.99636,-117.4924,"NO2 1-hour 2010",2018,"Parts per billion",25.095977,"California","Riverside"
33.99636,-117.4924,"Ozone 8-hour 2015",2018,"Parts per million",0.052275,"California","Riverside"
33.99636,-117.4924,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",14.230769,"California","Riverside"
33.99636,-117.4924,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",13.565517,"California","Riverside"
33.67649,-117.33098,"CO 1-hour 1971",2018,"Parts per million",0.235679,"California","Riverside"
33.67649,-117.33098,"NO2 1-hour 2010",2018,"Parts per billion",19.056091,"California","Riverside"
33.67649,-117.33098,"Ozone 8-hour 2015",2018,"Parts per million",0.051372,"California","Riverside"
33.61235,-114.60209,"Ozone 8-hour 2015",2018,"Parts per million",0.039107,"California","Riverside"
38.71209,-121.38109,"CO 1-hour 1971",2018,"Parts per million",0.388215,"California","Sacramento"
38.71209,-121.38109,"Ozone 8-hour 2015",2018,"Parts per million",0.041521,"California","Sacramento"
38.613779,-121.368014,"CO 1-hour 1971",2018,"Parts per million",0.292225,"California","Sacramento"
38.613779,-121.368014,"SO2 1-hour 2010",2018,"Parts per billion",0.834463,"California","Sacramento"
38.613779,-121.368014,"NO2 1-hour 2010",2018,"Parts per billion",13.478754,"California","Sacramento"
38.613779,-121.368014,"Ozone 8-hour 2015",2018,"Parts per million",0.040872,"California","Sacramento"
38.613779,-121.368014,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",12.75389,"California","Sacramento"
38.613779,-121.368014,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",15.569231,"California","Sacramento"
38.56844,-121.49311,"NO2 1-hour 2010",2018,"Parts per billion",18.883989,"California","Sacramento"
38.56844,-121.49311,"Ozone 8-hour 2015",2018,"Parts per million",0.037666,"California","Sacramento"
38.56844,-121.49311,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.540777,"California","Sacramento"
38.302591,-121.420838,"NO2 1-hour 2010",2018,"Parts per billion",9.038567,"California","Sacramento"
38.302591,-121.420838,"Ozone 8-hour 2015",2018,"Parts per million",0.040244,"California","Sacramento"
38.683304,-121.164457,"NO2 1-hour 2010",2018,"Parts per billion",7.454286,"California","Sacramento"
38.683304,-121.164457,"Ozone 8-hour 2015",2018,"Parts per million",0.045858,"California","Sacramento"
38.683304,-121.164457,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",9.769828,"California","Sacramento"
38.683304,-121.164457,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",10.250829,"California","Sacramento"
38.593322,-121.503795,"CO 1-hour 1971",2018,"Parts per million",0.34389,"California","Sacramento"
38.593322,-121.503795,"NO2 1-hour 2010",2018,"Parts per billion",21.114187,"California","Sacramento"
38.593322,-121.503795,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.95,"California","Sacramento"
38.494475,-121.211131,"Ozone 8-hour 2015",2018,"Parts per million",0.043119,"California","Sacramento"
38.494475,-121.211131,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",12.158807,"California","Sacramento"
34.89398,-117.024804,"CO 1-hour 1971",2018,"Parts per million",0.17751,"California","San Bernardino"
34.89398,-117.024804,"NO2 1-hour 2010",2018,"Parts per billion",36.132174,"California","San Bernardino"
34.89398,-117.024804,"Ozone 8-hour 2015",2018,"Parts per million",0.053839,"California","San Bernardino"
34.2431,-117.27235,"Ozone 8-hour 2015",2018,"Parts per million",0.059465,"California","San Bernardino"
34.4251,-117.5898,"Ozone 8-hour 2015",2018,"Parts per million",0.056563,"California","San Bernardino"
34.06812,-117.52579,"CO 1-hour 1971",2018,"Parts per million",0.415707,"California","San Bernardino"
34.06812,-117.52579,"NO2 1-hour 2010",2018,"Parts per billion",40.665951,"California","San Bernardino"
34.030833,-117.61722,"NO2 1-hour 2010",2018,"Parts per billion",43.580966,"California","San Bernardino"
34.030833,-117.61722,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",14.49322,"California","San Bernardino"
34.030833,-117.61722,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",17.668391,"California","San Bernardino"
34.510961,-117.32554,"CO 1-hour 1971",2018,"Parts per million",0.289591,"California","San Bernardino"
34.510961,-117.32554,"SO2 1-hour 2010",2018,"Parts per billion",1.51971,"California","San Bernardino"
34.510961,-117.32554,"NO2 1-hour 2010",2018,"Parts per billion",27.140563,"California","San Bernardino"
34.510961,-117.32554,"Ozone 8-hour 2015",2018,"Parts per million",0.052287,"California","San Bernardino"
34.510961,-117.32554,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.970278,"California","San Bernardino"
34.510961,-117.32554,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.72133,"California","San Bernardino"
35.1019,-115.7767,"Ozone 8-hour 2015",2018,"Parts per million",0.066094,"California","San Bernardino"
34.10374,-117.62914,"CO 1-hour 1971",2018,"Parts per million",0.388885,"California","San Bernardino"
34.10374,-117.62914,"NO2 1-hour 2010",2018,"Parts per billion",26.672911,"California","San Bernardino"
34.10374,-117.62914,"Ozone 8-hour 2015",2018,"Parts per million",0.051727,"California","San Bernardino"
35.77417,-117.3714,"SO2 1-hour 2010",2018,"Parts per billion",2.003846,"California","San Bernardino"
35.77417,-117.3714,"NO2 1-hour 2010",2018,"Parts per billion",13.722018,"California","San Bernardino"
35.77417,-117.3714,"Ozone 8-hour 2015",2018,"Parts per million",0.047411,"California","San Bernardino"
34.10002,-117.49201,"CO 1-hour 1971",2018,"Parts per million",0.320107,"California","San Bernardino"
34.10002,-117.49201,"SO2 1-hour 2010",2018,"Parts per billion",0.769274,"California","San Bernardino"
34.10002,-117.49201,"NO2 1-hour 2010",2018,"Parts per billion",32.18453,"California","San Bernardino"
34.10002,-117.49201,"Ozone 8-hour 2015",2018,"Parts per million",0.052819,"California","San Bernardino"
34.10002,-117.49201,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",9.933333,"California","San Bernardino"
34.10002,-117.49201,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",12.723404,"California","San Bernardino"
34.41639,-117.2858,"Ozone 8-hour 2015",2018,"Parts per million",0.054196,"California","San Bernardino"
34.05977,-117.14731,"Ozone 8-hour 2015",2018,"Parts per million",0.055741,"California","San Bernardino"
34.26464,-116.86147,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.775926,"California","San Bernardino"
34.06957,-116.38893,"Ozone 8-hour 2015",2018,"Parts per million",0.056581,"California","San Bernardino"
34.106678,-117.274063,"CO 1-hour 1971",2018,"Parts per million",0.33087,"California","San Bernardino"
34.106678,-117.274063,"NO2 1-hour 2010",2018,"Parts per billion",28.487288,"California","San Bernardino"
34.106678,-117.274063,"Ozone 8-hour 2015",2018,"Parts per million",0.056929,"California","San Bernardino"
34.106678,-117.274063,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.185965,"California","San Bernardino"
32.631242,-117.059088,"NO2 1-hour 2010",2018,"Parts per billion",19.185185,"California","San Diego"
32.631242,-117.059088,"Ozone 8-hour 2015",2018,"Parts per million",0.039965,"California","San Diego"
32.631242,-117.059088,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",9.986667,"California","San Diego"
32.842318,-116.768293,"NO2 1-hour 2010",2018,"Parts per billion",9.439437,"California","San Diego"
32.842318,-116.768293,"Ozone 8-hour 2015",2018,"Parts per million",0.053039,"California","San Diego"
33.217055,-117.396177,"NO2 1-hour 2010",2018,"Parts per billion",15.380503,"California","San Diego"
33.217055,-117.396177,"Ozone 8-hour 2015",2018,"Parts per million",0.041461,"California","San Diego"
32.725226,-116.365203,"Ozone 8-hour 2015",2018,"Parts per million",0.051094,"California","San Diego"
32.725226,-116.365203,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",5.036806,"California","San Diego"
32.57816,-116.92135,"NO2 1-hour 2010",2018,"Parts per billion",17.236111,"California","San Diego"
32.57816,-116.92135,"Ozone 8-hour 2015",2018,"Parts per million",0.044314,"California","San Diego"
32.845709,-117.123964,"NO2 1-hour 2010",2018,"Parts per billion",17.745098,"California","San Diego"
32.845709,-117.123964,"Ozone 8-hour 2015",2018,"Parts per million",0.043919,"California","San Diego"
32.845709,-117.123964,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.301639,"California","San Diego"
32.845709,-117.123964,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.05082,"California","San Diego"
32.985442,-117.08218,"CO 1-hour 1971",2018,"Parts per million",0.528759,"California","San Diego"
32.985442,-117.08218,"NO2 1-hour 2010",2018,"Parts per billion",24.604651,"California","San Diego"
32.789565,-116.944308,"CO 1-hour 1971",2018,"Parts per million",0.316341,"California","San Diego"
32.789565,-116.944308,"SO2 1-hour 2010",2018,"Parts per billion",0.266762,"California","San Diego"
32.789565,-116.944308,"NO2 1-hour 2010",2018,"Parts per billion",15.128205,"California","San Diego"
32.789565,-116.944308,"Ozone 8-hour 2015",2018,"Parts per million",0.046605,"California","San Diego"
32.789565,-116.944308,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",9.656091,"California","San Diego"
33.362593,-117.09023,"Ozone 8-hour 2015",2018,"Parts per million",0.041025,"California","San Diego"
33.362593,-117.09023,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",12.938261,"California","San Diego"
37.765946,-122.399044,"CO 1-hour 1971",2018,"Parts per million",0.347059,"California","San Francisco"
37.765946,-122.399044,"NO2 1-hour 2010",2018,"Parts per billion",22.215789,"California","San Francisco"
37.765946,-122.399044,"Ozone 8-hour 2015",2018,"Parts per million",0.029175,"California","San Francisco"
37.765946,-122.399044,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",11.676487,"California","San Francisco"
37.950741,-121.268523,"CO 1-hour 1971",2018,"Parts per million",0.305985,"California","San Joaquin"
37.950741,-121.268523,"NO2 1-hour 2010",2018,"Parts per billion",23.697727,"California","San Joaquin"
37.950741,-121.268523,"Ozone 8-hour 2015",2018,"Parts per million",0.03722,"California","San Joaquin"
37.950741,-121.268523,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",17.625344,"California","San Joaquin"
37.950741,-121.268523,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",15.341274,"California","San Joaquin"
37.793392,-121.247874,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",13.533333,"California","San Joaquin"
37.682635,-121.442495,"NO2 1-hour 2010",2018,"Parts per billion",13.549584,"California","San Joaquin"
37.682635,-121.442495,"Ozone 8-hour 2015",2018,"Parts per million",0.044293,"California","San Joaquin"
35.614668,-120.656912,"Ozone 8-hour 2015",2018,"Parts per million",0.042708,"California","San Luis Obispo"
35.02083,-120.56388,"SO2 1-hour 2010",2018,"Parts per billion",0.068493,"California","San Luis Obispo"
35.02083,-120.56388,"SO2 1-hour 2010",2018,"Parts per billion",0.068493,"California","San Luis Obispo"
35.02083,-120.56388,"SO2 1-hour 2010",2018,"Parts per billion",0.066667,"California","San Luis Obispo"
35.02083,-120.56388,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.590756,"California","San Luis Obispo"
35.02083,-120.56388,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.586932,"California","San Luis Obispo"
35.02083,-120.56388,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",7.590756,"California","San Luis Obispo"
35.25651,-120.6693,"Ozone 8-hour 2015",2018,"Parts per million",0.036503,"California","San Luis Obispo"
35.25651,-120.6693,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",5.911461,"California","San Luis Obispo"
35.04673,-120.58777,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.619749,"California","San Luis Obispo"
35.04673,-120.58777,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.597222,"California","San Luis Obispo"
35.04673,-120.58777,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",8.597222,"California","San Luis Obispo"
35.36631,-120.84271,"Ozone 8-hour 2015",2018,"Parts per million",0.03587,"California","San Luis Obispo"
35.36631,-120.84271,"Ozone 8-hour 2015",2018,"Parts per million",0.035903,"California","San Luis Obispo"
35.36631,-120.84271,"Ozone 8-hour 2015",2018,"Parts per million",0.03587,"California","San Luis Obispo"
35.03146,-120.50103,"NO2 1-hour 2010",2018,"Parts per billion",6.571014,"California","San Luis Obispo"
35.03146,-120.50103,"NO2 1-hour 2010",2018,"Parts per billion",6.577143,"California","San Luis Obispo"
35.03146,-120.50103,"NO2 1-hour 2010",2018,"Parts per billion",6.577143,"California","San Luis Obispo"
35.03146,-120.50103,"Ozone 8-hour 2015",2018,"Parts per million",0.037158,"California","San Luis Obispo"
35.03146,-120.50103,"Ozone 8-hour 2015",2018,"Parts per million",0.037308,"California","San Luis Obispo"
35.03146,-120.50103,"Ozone 8-hour 2015",2018,"Parts per million",0.037308,"California","San Luis Obispo"
35.49453,-120.66617,"NO2 1-hour 2010",2018,"Parts per billion",12.093923,"California","San Luis Obispo"
35.49453,-120.66617,"NO2 1-hour 2010",2018,"Parts per billion",12.086835,"California","San Luis Obispo"
35.49453,-120.66617,"NO2 1-hour 2010",2018,"Parts per billion",12.093923,"California","San Luis Obispo"
35.49453,-120.66617,"Ozone 8-hour 2015",2018,"Parts per million",0.039843,"California","San Luis Obispo"
35.49453,-120.66617,"Ozone 8-hour 2015",2018,"Parts per million",0.039462,"California","San Luis Obispo"
35.49453,-120.66617,"Ozone 8-hour 2015",2018,"Parts per million",0.039843,"California","San Luis Obispo"
35.49453,-120.66617,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.446111,"California","San Luis Obispo"
35.49453,-120.66617,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.363662,"California","San Luis Obispo"
35.49453,-120.66617,"PM25 Annual 2012",2018,"Micrograms/cubic meter (LC)",6.446111,"California","San Luis Obispo"
35.64368,-120.23135,"Ozone 8-hour 2015",2018,"Parts per million",0.04537,"California","San Luis Obispo"
35.64368,-120.23135,"Ozone 8-hour 2015",2018,"Parts per million",0.04537,"California","San Luis Obispo"
35.64368,-120.23135,"Ozone 8-hour 2015",2018,"Parts per million",0.045677,"California","San Luis Obispo"
35.35472,-120.04019,"Ozone 8-hour 2015",2018,"Parts per million",0.044693,"California","San Luis Obispo"
35.35472,-120.04019,"Ozone 8-hour 2015",2018,"Parts per million",0.044693,"California","San Luis Obispo"
35.35472,-120.04019,"Ozone 8-hour 2015",2018,"Parts per million",0.044254,"California","San Luis Obispo"
